idx,class,conversation
200,일반 대화,"민수야, 너 혹시 체육복 남는 거 있어?
아니, 나도 지금 입고 있는 거 딱 한 벌밖에 없는데. 왜?
아, 깜빡하고 집에 두고 와서 빌릴 수 있나 했지.
저런, 다음 교시 체육 선생님 복장 검사 빡세게 하시는데 큰일이네.
그러게 말이야. 다른 반 애들한테 한번 물어봐야겠다.
옆 반 준호한테 한번 연락해봐. 걔는 두 벌 가지고 다닐걸?
아 맞다. 준호가 있었지. 고마워 알려줘서 지금 가봐야겠다.
아니면 매점에서 파는 기본 티셔츠라도 사 입어. 급하잖아.
그래야겠다. 일단 준호한테 먼저 가보고 없으면 사야지.
그래 얼른 가봐. 종 치겠다. 잘 해결해.
응 나중에 보자. 땡큐!"
201,일반 대화,"지은야, 미안한데 샤프심 좀 빌려줄 수 있어?
어? 너 필통 안 가져왔어? 여기 있어. 몇 개 줄까?
아니 필통은 있는데 샤프심 통이 비어있네. 두 개만 줘.
자 여기. 넉넉하게 가져가. 지우개는 있어?
응 지우개는 있어. 진짜 고맙다. 이거 아니었으면 멍 때릴 뻔.
다음 시간 수학인데 필기할 거 많으니까 잘 적어.
으, 수학 시간 제일 싫다. 벌써 졸려.
졸지 말고. 선생님이 이번에 시험 문제 힌트 주신대.
진짜? 정신 똑바로 차려야겠네. 고마워.
끝나고 돌려줘. 수업 잘 들어."
202,일반 대화,"철수야, 이번 기말고사 영어 시험 범위가 어디까지지?
너 수업 시간에 또 잤냐? 교과서 3단원부터 5단원까지잖아.
아 헷갈려서 그랬지. 외부 지문은 안 들어가는 거 맞지?
아니야. 선생님이 나눠주신 프린트물 2장도 포함된다고 하셨어.
헐 진짜? 프린트물 나 잃어버린 것 같은데 어떡하지.
칠칠맞기는. 내가 복사하게 빌려줄 테니까 매점 가서 복사해와.
와 너는 천사야. 진짜 고마워. 내가 맛있는 거 사줄게.
떡볶이 콜? 학교 끝나고 앞 분식집 가자.
당연하지. 내가 쏠게. 지금 복사하러 다녀올게.
그래 얼른 다녀와. 찢어지지 않게 조심하고."
203,일반 대화,"야 오늘 점심 급식 메뉴 뭔지 아냐? 배고파 죽겠다.
오늘 수요일이라 특식 나오는 날이잖아. 스파게티랑 돈가스래.
대박. 내가 제일 좋아하는 조합이네. 빨리 먹으러 가자.
근데 4교시 선생님이 늦게 끝내주시면 밥 늦게 먹을 텐데.
아 맞다. 오늘 독사 선생님 시간이네. 제발 제시간에 끝내주길.
종 치자마자 뛰어야 돼. 줄 서는 거 전쟁이잖아.
알겠어. 내가 뒷문 쪽에 앉았으니까 먼저 나가서 자리 맡을게.
오케이. 나는 물 떠갈게. 많이 받아놔라.
걱정 마. 오늘 두 그릇 먹을 거니까.
체하지나 마라. 수업 시작한다."
204,일반 대화,"성민야, 너 C타입 충전기 있어? 배터리가 5%야.
어 나 보조배터리 있는데 이거 쓸래? 케이블도 있어.
오 땡큐. 근데 이거 수업 시간에 꽂아놔도 되나?
몰래 책상 서랍 안에 넣어두고 충전해. 걸리면 뺏겨.
그래야겠다. 오늘 집에 갈 때 연락해야 해서 꺼지면 안 되거든.
배터리 관리 좀 해라. 맨날 간당간당하더라.
어제 충전하는 걸 깜빡하고 잤어. 멍청이같이.
하하. 한 20분이면 어느 정도 찰 거야.
응 고마워. 다 쓰면 바로 돌려줄게.
천천히 써."
205,일반 대화,"혜진야, 진짜 미안한데 오늘 청소 당번 좀 바꿔줄 수 있어?
오늘? 나 오늘 학원 가야 해서 바로 가야 하는데 왜?
오늘 몸이 너무 안 좋아서 병원 좀 빨리 가보려고.
아 그래? 많이 아픈가 보네. 얼굴이 창백하다.
응, 열도 좀 나는 것 같고. 내일 내가 대신 두 배로 할게.
알겠어. 아픈데 어쩔 수 없지. 내가 반장한테 말해둘게.
진짜 고마워. 너 덕분에 살았다. 내일 맛있는 거 사올게.
얼른 조퇴증 끊어서 병원부터 가봐. 푹 쉬고.
응 내일 보자. 청소 부탁할게 미안.
걱정 마. 조심해서 가."
206,일반 대화,"야 점심시간에 운동장에서 축구할 건데 너도 할래?
오늘 날씨 덥지 않아? 땀 흘리면 찝찝할 텐데.
에이 남자가 땀 좀 흘려야지. 옆 반이랑 내기했어.
내기? 뭐 걸고 하는데? 아이스크림?
어, 지는 반이 매점에서 아이스크림 전체 쏘기로 했어.
오 그럼 해야지. 나 공격수 시켜주냐?
당연하지. 네가 우리 반 에이스잖아. 믿는다.
알겠어. 밥 빨리 먹고 운동장으로 나갈게. 축구화 챙겨야겠다.
그래 늦지 말고 나와. 몸 풀고 있자.
오케이. 오늘 다 발라버린다."
207,일반 대화,"미소야, 혹시 내 영어 교과서 못 봤어? 책상 위에 뒀는데.
영어 책? 아까 철수가 빌려 가는 것 같던데? 너 없어서.
아 진짜? 말도 없이 가져갔어? 찾고 있었는데.
급하게 수행평가 본다고 잠깐 본다더라. 금방 가져올걸.
휴, 잃어버린 줄 알고 깜짝 놀랐네. 다행이다.
철수 지금 교무실 갔으니까 오면 달라고 해.
응 알겠어. 다음엔 말하고 가져가라고 해야겠다.
네가 자리에 없어서 그랬나 봐. 너무 화내지 마.
화난 건 아니고 놀라서 그렇지. 알려줘서 고마워.
응 이따 봐."
208,일반 대화,"야 배고프다. 매점 가서 빵이나 사 먹을까?
방금 밥 먹었는데 또 배고프냐? 넌 위장이 두 개야?
급식이 맛없어서 조금 먹었더니 허기지네. 같이 가주라.
귀찮은데... 사주면 같이 가고 안 사주면 안 가.
와 치사하다. 알겠어 초코우유 하나 사줄게 가자.
오케이 콜. 나는 소세지빵 먹고 싶은데.
양심 없냐? 우유로 합의 보자. 내 지갑 얇다.
알겠어 장난이야. 우유로 만족할게. 가자.
4교시 체육이라 뛰어야 하니까 빨리 먹고 오자.
그래 뛰어가자."
209,일반 대화,"나영야, 오늘 시험도 끝났는데 노래방 가서 스트레스 풀까?
와 노래방? 완전 좋지. 나 목청 터지게 부르고 싶었어.
그치? 코인노래방 갈래 아니면 시간제로 갈래?
인원수 적으니까 코노 가서 각자 부르고 싶은 거 부르자.
그래 학교 앞 코노 시설 좋더라. 거기로 가자.
나 오늘 100점 맞을 거야. 마이크 놓지 마라.
웃기시네. 내가 가수왕이거든? 딱 기다려.
끝나고 뭐 먹을까? 떡볶이?
노래 부르면 배고프니까 무조건 먹어야지. 가자.
신난다. 빨리 종 쳐라."
210,일반 대화,"지은야, 나 어제 아파서 결석했잖아. 역사 필기 좀 보여주라.
아 맞다 너 어제 없었지. 여기 노트 있어. 글씨 개판인데 괜찮아?
에이 너 글씨 예쁜 거 다 아는데 내숭은. 고맙다.
선생님이 어제 중요한 거 많이 설명하셨으니까 꼼꼼히 봐.
응 사진 찍어서 집 가서 정리해야겠다. 진도 많이 나갔어?
한 5페이지 정도? 생각보다 많이 안 나갔어.
다행이다. 따라잡을 수 있겠다. 다 쓰고 돌려줄게.
천천히 줘도 돼. 오늘 역사 수업 없으니까.
땡큐. 점심때 맛있는 거 줄게.
기대한다."
211,일반 대화,"야 아까 국어 선생님 봤어? 오늘 기분 되게 좋아 보이시던데.
어 나도 봤어. 복도에서 노래 흥얼거리시던데?
무슨 좋은 일 있으신가? 어제랑 완전 딴판이야.
어제는 진짜 무서웠는데. 숙제 안 해온 애들 다 남기고.
그니까. 나 어제 남아서 깜지 쓰느라 손목 나가는 줄.
오늘은 다행히 수업 분위기 좋겠다. 안 혼나겠어.
제발 오늘만 같아라. 질문하면 친절하게 받아주시겠지?
아마도? 로또라도 되셨나. 궁금하다.
수업 시간에 살짝 여쭤볼까?
하지 마. 갑자기 정색하시면 어떡해."
212,일반 대화,"준호야, 우리 동아리 축제 때 뭐 할지 정해야 돼.
아 맞다. 저번에 회의하다가 결론 못 내고 끝났지.
다른 반은 카페 한다던데 우리는 귀신의 집 할까?
귀신의 집? 재밌긴 한데 준비할 게 너무 많지 않을까?
힘들긴 하겠지만 인기는 많을 것 같아서. 입장료도 받고.
하긴 수익금 기부하는 거니까 많이 벌면 좋지.
그럼 애들한테 단톡방에서 투표하자고 해볼게.
그래. 소품이나 의상은 내가 알아볼게.
오 추진력 좋은데? 이번 축제 대박 내보자.
파이팅. 근데 귀신 역할은 누가 해?"
213,일반 대화,"성민야, 나 오늘 석식 먹고 도서관 갈 건데 너도 갈래?
나도 가야지. 시험 기간이라 자리 잡기 힘들 텐데.
내가 밥 빨리 먹고 가서 자리 맡아놓을게. 너 천천히 와.
진짜? 와 넌 내 생명의 은인이야. 내 자리 창가 쪽으로 부탁해.
알겠어. 가방으로 찜 해놓을게. 늦지 않게 와라.
응 양치만 하고 바로 뛰어갈게. 공부할 거 챙겨서.
이번 시험은 진짜 잘 봐야 하는데 걱정이다.
나도야. 같이 열심히 하면 오르겠지 뭐.
그래 이따 도서관 입구에서 보자.
오케이 땡큐."
214,일반 대화,"야 너 오늘 학원 가? 같이 버스 타고 갈래?
어 나 오늘 수학 학원 가는 날이야. 너도 그쪽 가?
어 나도 그 근처 서점에서 책 사려고. 심심하니까 같이 가자.
좋아. 끝나고 정류장에서 만나. 7번 버스 타면 되지?
응 7번이나 10번 아무거나 먼저 오는 거 타자.
근데 오늘 버스 사람 엄청 많을 텐데 앉아갈 수 있을까?
아마 콩나물시루일걸? 서서 가야지 뭐.
다리 아픈데 큰일이네. 이어폰 한쪽씩 나눠 끼고 가자.
그래 노래 들으면서 가면 금방 가니까.
이따 봐."
215,일반 대화,"혜진야, 너 어제 그 게임 레벨 몇까지 올렸어?
나 어제 밤새워서 30레벨 찍었어. 넌?
와 미쳤다. 난 아직 20인데. 오늘 퀘스트 좀 도와주라.
그래 오늘 접속하면 파티 초대해. 쩔 해줄게.
든든하다 고렙 친구. 아이템도 좀 남는 거 없냐?
창고 확인해보고 쓸만한 거 있으면 줄게.
역시 친구밖에 없다. 집 가서 바로 접속할게.
숙제부터 하고 켜라. 엄마한테 등짝 맞지 말고.
알겠어. 후딱 끝내고 들어갈게.
대기하고 있을게."
216,일반 대화,"오 동현, 너 머리 잘랐어? 스타일 완전 바뀌었네.
어 어제 미용실 가서 다듬었어. 좀 어색하지 않아?
아니 완전 잘 어울리는데? 훈남 됐어.
에이 거짓말하지 마. 너무 짧아져서 걱정했는데 다행이다.
진짜야. 애들도 다 예쁘다고 할걸? 왁스도 발랐네.
어 기분 좀 내봤어. 고맙다 칭찬해줘서.
나도 거기 미용실 가볼까. 어디서 했어?
학교 앞 사거리에 있는 거기. 학생 할인도 해줘.
오 꿀정보네. 주말에 가봐야겠다.
같이 갈래? 추천해줄게."
217,일반 대화,"야 내 신발 어때? 어제 산 건데 예쁘지 않냐?
오 나이키 신상이네? 이거 구하기 힘든 거 아니야?
맞아. 아침부터 줄 서서 겨우 샀어. 색깔 죽이지.
와 진짜 부럽다. 나도 사고 싶었는데 품절이라 못 샀어.
신어볼래? 사이즈 맞으면 한번 신게 해줄게.
아니야 새 건데 밟으면 어떡해. 눈으로만 볼게.
역시 신발 볼 줄 아네. 아껴서 신어야지.
오늘 축구할 때는 갈아신어라. 흙 묻으면 운다.
당연하지. 슬리퍼 신고 뛸 거야.
하여간 못 말려."
218,일반 대화,"지은야, 너 연애 고수잖아. 나 상담 좀 해줘.
엥? 내가 무슨 고수야. 뭔데? 좋아하는 사람 생겼어?
옆 반에 지민이 있잖아. 걔랑 친해지고 싶은데 방법을 모르겠어.
아 지민이? 걔 착하고 예쁘지. 연락처는 알아?
아니 말도 한 번 못 걸어봤어. 어떻게 다가가야 하냐?
음, 일단 매점이나 복도에서 마주치면 인사부터 해봐.
인사? 뜬금없이 인사하면 이상하게 생각하지 않을까?
웃으면서 하면 괜찮아. 자연스럽게 안면 트는 게 중요해.
으 떨린다. 내일 한번 시도해볼게.
힘내라 친구야. 응원한다."
219,일반 대화,"야 이제 곧 여름방학인데 넌 계획 세웠어?
나는 이번 방학 때 가족 여행 가기로 했어. 제주도로.
와 제주도? 부럽다. 맛있는 거 많이 먹겠네.
응 벌써 기대돼. 너는 뭐 할 거야?
나는 학원 특강 때문에 죽어라 공부만 해야 할 듯.
아이고 고생하겠네. 그래도 주말에는 쉴 거 아냐.
응 주말에는 너랑 놀아야지. 선물 사올 거지?
당연하지. 초콜릿이랑 기념품 사올게.
역시 {B}밖에 없다. 방학식 날 끝나고 피방 가자.
콜. 그날은 밤새 놀자."
220,일반 대화,"철수야, 너 혹시 체육복 남는 거 있어?
아니, 나도 지금 입고 있는 거 딱 한 벌밖에 없는데. 왜?
아, 깜빡하고 집에 두고 와서 빌릴 수 있나 했지.
저런, 다음 교시 체육 선생님 복장 검사 빡세게 하시는데 큰일이네.
그러게 말이야. 다른 반 애들한테 한번 물어봐야겠다.
옆 반 준호한테 한번 연락해봐. 걔는 두 벌 가지고 다닐걸?
아 맞다. 준호가 있었지. 고마워 알려줘서 지금 가봐야겠다.
아니면 매점에서 파는 기본 티셔츠라도 사 입어. 급하잖아.
그래야겠다. 일단 준호한테 먼저 가보고 없으면 사야지.
그래 얼른 가봐. 종 치겠다. 잘 해결해.
응 나중에 보자. 땡큐!"
221,일반 대화,"동현야, 미안한데 샤프심 좀 빌려줄 수 있어?
어? 너 필통 안 가져왔어? 여기 있어. 몇 개 줄까?
아니 필통은 있는데 샤프심 통이 비어있네. 두 개만 줘.
자 여기. 넉넉하게 가져가. 지우개는 있어?
응 지우개는 있어. 진짜 고맙다. 이거 아니었으면 멍 때릴 뻔.
다음 시간 수학인데 필기할 거 많으니까 잘 적어.
으, 수학 시간 제일 싫다. 벌써 졸려.
졸지 말고. 선생님이 이번에 시험 문제 힌트 주신대.
진짜? 정신 똑바로 차려야겠네. 고마워.
끝나고 돌려줘. 수업 잘 들어."
222,일반 대화,"성민야, 이번 기말고사 영어 시험 범위가 어디까지지?
너 수업 시간에 또 잤냐? 교과서 3단원부터 5단원까지잖아.
아 헷갈려서 그랬지. 외부 지문은 안 들어가는 거 맞지?
아니야. 선생님이 나눠주신 프린트물 2장도 포함된다고 하셨어.
헐 진짜? 프린트물 나 잃어버린 것 같은데 어떡하지.
칠칠맞기는. 내가 복사하게 빌려줄 테니까 매점 가서 복사해와.
와 너는 천사야. 진짜 고마워. 내가 맛있는 거 사줄게.
떡볶이 콜? 학교 끝나고 앞 분식집 가자.
당연하지. 내가 쏠게. 지금 복사하러 다녀올게.
그래 얼른 다녀와. 찢어지지 않게 조심하고."
223,일반 대화,"야 오늘 점심 급식 메뉴 뭔지 아냐? 배고파 죽겠다.
오늘 수요일이라 특식 나오는 날이잖아. 스파게티랑 돈가스래.
대박. 내가 제일 좋아하는 조합이네. 빨리 먹으러 가자.
근데 4교시 선생님이 늦게 끝내주시면 밥 늦게 먹을 텐데.
아 맞다. 오늘 독사 선생님 시간이네. 제발 제시간에 끝내주길.
종 치자마자 뛰어야 돼. 줄 서는 거 전쟁이잖아.
알겠어. 내가 뒷문 쪽에 앉았으니까 먼저 나가서 자리 맡을게.
오케이. 나는 물 떠갈게. 많이 받아놔라.
걱정 마. 오늘 두 그릇 먹을 거니까.
체하지나 마라. 수업 시작한다."
224,일반 대화,"나영야, 너 C타입 충전기 있어? 배터리가 5%야.
어 나 보조배터리 있는데 이거 쓸래? 케이블도 있어.
오 땡큐. 근데 이거 수업 시간에 꽂아놔도 되나?
몰래 책상 서랍 안에 넣어두고 충전해. 걸리면 뺏겨.
그래야겠다. 오늘 집에 갈 때 연락해야 해서 꺼지면 안 되거든.
배터리 관리 좀 해라. 맨날 간당간당하더라.
어제 충전하는 걸 깜빡하고 잤어. 멍청이같이.
하하. 한 20분이면 어느 정도 찰 거야.
응 고마워. 다 쓰면 바로 돌려줄게.
천천히 써."
